log_id,user_id,session_id,timestamp,date,country,city,device_type,browser,service_name,request_type,traffic_source,campaign_name,campaign_type,customer_segment,subscription_type,engagement_score,time_on_page_seconds,pages_visited,bounce_rate,demo_requested,event_registered,ai_assistant_used,sale_confirmed,revenue,profit,customer_value,service_rating,renewal_status,response_time_ms,response_code,error_flag,sales_target
172888,U172888,S641857,2026-04-09 17:23:32,2026-04-09,Kenya,Mombasa,Mobile,Edge,Predictive System Maintenance,Schedule Demo,Referral,Threat Monitoring Promo,Webinar,Technology Partner,Enterprise,65,85,10,0.76,1,1,0,0,0,0.0,1800,4.3,Pending,1106,200,0,15002.19
393805,U393805,S252545,2026-04-16 03:07:20,2026-04-16,Zambia,Lusaka,Tablet,Edge,Automated Risk Assessment,Product Inquiry,Facebook,CyberShield Launch,Email Campaign,Technology Partner,Free Trial,58,461,3,0.28,0,0,0,0,0,0.0,1310,3.4,Not Applicable,275,404,1,11519.55
378514,U378514,S483445,2026-02-12 16:37:27,2026-02-12,Zimbabwe,Bulawayo,Laptop,Firefox,Automated Risk Assessment,Technical Support,LinkedIn Ads,AI Assistant Webinar,Email Campaign,Financial Institution,Professional,97,778,5,0.3,1,0,0,0,0,0.0,2190,1.8,At Risk,239,301,1,9176.8
38385,U038385,S539817,2026-01-08 01:50:07,2026-01-08,Zimbabwe,Harare,Laptop,Edge,Digital Infrastructure Prototyping,Product Inquiry,Google Ads,CyberShield Launch,Webinar,SME,Professional,77,531,7,0.09,0,0,0,0,0,0.0,1890,1.9,Not Applicable,707,403,1,21090.35
127577,U127577,S359922,2026-05-02 13:30:16,2026-05-02,Namibia,Windhoek,Mobile,Safari,AI Cyber Assistant,Product Inquiry,Google Ads,Threat Monitoring Promo,Webinar,SME,Basic,25,56,11,0.32,0,0,0,0,0,0.0,1050,3.7,Pending,687,200,0,6459.81
428203,U428203,S876712,2026-04-10 02:24:36,2026-04-10,Nigeria,Abuja,Tablet,Edge,Digital Infrastructure Prototyping,Technical Support,Google Ads,Banking Cyber Resilience,Search Ads,Large Enterprise,Free Trial,33,343,3,0.41,0,0,0,0,0,0.0,810,3.3,Not Applicable,950,200,0,21389.66
18637,U018637,S729456,2026-03-12 08:28:50,2026-03-12,Namibia,Swakopmund,Desktop,Safari,Predictive System Maintenance,AI Assistant Query,Direct,Banking Cyber Resilience,Search Ads,SME,Free Trial,59,744,10,0.55,1,1,1,0,0,0.0,1680,3.9,Not Applicable,1341,200,1,19037.21
297828,U297828,S853122,2026-01-18 18:58:31,2026-01-18,Botswana,Gaborone,Laptop,Safari,AI Cyber Assistant,Technical Support,Email Campaign,Banking Cyber Resilience,Webinar,SME,Enterprise,85,413,8,0.29,0,0,0,0,0,0.0,2100,3.0,At Risk,812,400,1,5882.4
204337,U204337,S435051,2026-02-19 22:44:51,2026-02-19,Nigeria,Abuja,Tablet,Safari,Real-Time Threat Monitoring,Pricing Request,Direct,SME Security Awareness,Search Ads,Large Enterprise,Free Trial,70,339,2,0.25,0,0,0,0,0,0.0,1500,3.0,Not Applicable,815,200,0,14850.3
334902,U334902,S175008,2026-04-18 23:27:44,2026-04-18,Mozambique,Maputo,Tablet,Edge,Digital Infrastructure Prototyping,Technical Support,Email Campaign,SME Security Awareness,Webinar,Government Agency,Enterprise,54,575,12,0.73,1,0,0,0,0,0.0,1680,4.2,Not Applicable,800,301,1,21667.83
196565,U196565,S146196,2026-05-04 06:42:10,2026-05-04,Ghana,Kumasi,Laptop,Safari,Automated Risk Assessment,AI Assistant Query,LinkedIn Ads,SME Security Awareness,Search Ads,Financial Institution,Free Trial,63,302,4,0.6,0,0,1,0,0,0.0,1460,2.5,Not Applicable,749,400,1,11965.86
208706,U208706,S309729,2026-03-17 09:58:35,2026-03-17,Namibia,Swakopmund,Laptop,Safari,Predictive System Maintenance,Schedule Demo,LinkedIn Ads,Banking Cyber Resilience,Email Campaign,Government Agency,Free Trial,82,530,6,0.73,1,0,0,0,0,0.0,1940,3.9,Not Applicable,1171,301,1,18078.97
409743,U409743,S576847,2026-02-28 00:51:55,2026-02-28,Mozambique,Beira,Tablet,Chrome,Predictive System Maintenance,Schedule Demo,LinkedIn Ads,SME Security Awareness,Referral Campaign,Government Agency,Basic,87,123,4,0.63,1,0,1,1,15761,6692.22,17701,2.8,Renewed,975,200,0,18767.84
135579,U135579,S920569,2026-03-27 18:41:08,2026-03-27,Kenya,Mombasa,Mobile,Firefox,Digital Infrastructure Prototyping,Pricing Request,Referral,Government Digital Safety,Email Campaign,Technology Partner,Basic,47,211,13,0.62,0,0,0,0,0,0.0,1590,3.7,Pending,667,200,0,19445.07
213421,U213421,S837809,2026-03-25 02:27:15,2026-03-25,Rwanda,Kigali,Tablet,Safari,AI Cyber Assistant,Event Registration,Direct,CyberShield Launch,Awareness Campaign,SME,Enterprise,46,477,4,0.76,0,1,0,0,0,0.0,1120,1.9,Pending,545,400,1,5588.15
371803,U371803,S205012,2026-02-09 21:36:44,2026-02-09,Rwanda,Kigali,Mobile,Edge,Automated Risk Assessment,Technical Support,Email Campaign,CyberShield Launch,Social Media,Government Agency,Professional,33,236,11,0.09,0,0,0,1,10233,2906.57,11443,4.0,At Risk,838,403,1,10381.0
57332,U057332,S286362,2026-05-07 12:31:17,2026-05-07,Ghana,Kumasi,Tablet,Safari,AI Cyber Assistant,Product Inquiry,Referral,AI Assistant Webinar,Webinar,Technology Partner,Professional,90,854,8,0.64,1,0,0,1,9181,2846.56,11381,3.1,Renewed,1265,400,1,6365.42
453047,U453047,S221562,2026-04-12 08:34:46,2026-04-12,Zimbabwe,Harare,Mobile,Firefox,Real-Time Threat Monitoring,Technical Support,LinkedIn Ads,SME Security Awareness,Social Media,Large Enterprise,Basic,58,880,10,0.07,0,0,0,0,0,0.0,1660,3.5,At Risk,544,200,0,14633.48
438355,U438355,S884859,2026-02-12 01:27:37,2026-02-12,Ghana,Accra,Desktop,Edge,Real-Time Threat Monitoring,Technical Support,LinkedIn Ads,CyberShield Launch,Search Ads,Large Enterprise,Free Trial,61,415,6,0.5,0,0,0,0,0,0.0,1520,2.6,Not Applicable,547,200,0,12180.5
17720,U017720,S464486,2026-02-28 09:11:08,2026-02-28,Namibia,Swakopmund,Laptop,Edge,Automated Risk Assessment,Product Inquiry,Facebook,AI Assistant Webinar,Webinar,Government Agency,Free Trial,54,820,4,0.56,0,0,0,0,0,0.0,1280,4.5,Not Applicable,622,200,0,8581.71
73915,U073915,S317606,2026-03-11 01:09:58,2026-03-11,Mozambique,Beira,Laptop,Firefox,Real-Time Threat Monitoring,Product Inquiry,Referral,Threat Monitoring Promo,Search Ads,Financial Institution,Professional,62,835,7,0.45,1,0,0,0,0,0.0,1590,2.0,Renewed,380,200,0,11049.06
324344,U324344,S434786,2026-02-15 03:21:56,2026-02-15,Kenya,Nairobi,Laptop,Firefox,Predictive System Maintenance,AI Assistant Query,Email Campaign,SME Security Awareness,Social Media,SME,Enterprise,57,412,13,0.8,0,0,1,1,15895,4744.04,17685,3.8,Renewed,679,400,1,20276.79
118933,U118933,S906961,2026-02-25 17:33:55,2026-02-25,Botswana,Maun,Tablet,Edge,Digital Infrastructure Prototyping,AI Assistant Query,Direct,Threat Monitoring Promo,Awareness Campaign,SME,Basic,81,740,12,0.15,0,0,1,0,0,0.0,2220,3.3,Renewed,115,200,0,24571.8
433005,U433005,S129692,2026-02-09 12:46:31,2026-02-09,Kenya,Mombasa,Desktop,Edge,Automated Risk Assessment,Schedule Demo,Email Campaign,Banking Cyber Resilience,Social Media,Large Enterprise,Free Trial,22,677,2,0.37,1,0,0,0,0,0.0,540,4.0,Not Applicable,877,200,0,9368.46
466758,U466758,S600142,2026-03-22 02:09:50,2026-03-22,Nigeria,Abuja,Desktop,Safari,AI Cyber Assistant,Event Registration,LinkedIn Ads,Banking Cyber Resilience,Social Media,Financial Institution,Professional,57,440,8,0.17,0,1,0,0,0,0.0,1540,3.0,At Risk,482,200,0,8092.38
306896,U306896,S810335,2026-01-01 06:17:55,2026-01-01,South Africa,Pretoria,Laptop,Chrome,AI Cyber Assistant,Schedule Demo,Organic Search,Government Digital Safety,Referral Campaign,Government Agency,Enterprise,63,798,4,0.79,1,0,0,0,0,0.0,1460,2.4,Not Applicable,814,200,0,7243.25
286330,U286330,S397970,2026-02-10 15:19:06,2026-02-10,Rwanda,Kigali,Laptop,Firefox,Automated Risk Assessment,Schedule Demo,Google Ads,AI Assistant Webinar,Social Media,Financial Institution,Professional,57,326,14,0.33,1,0,1,0,0,0.0,1840,3.3,At Risk,100,403,1,7436.79
34473,U034473,S366879,2026-05-14 21:56:20,2026-05-14,Mozambique,Beira,Desktop,Firefox,Predictive System Maintenance,Technical Support,Google Ads,Banking Cyber Resilience,Awareness Campaign,Government Agency,Basic,28,721,4,0.28,1,0,0,0,0,0.0,760,4.4,Renewed,485,200,0,17318.9
318162,U318162,S615501,2026-05-10 19:09:06,2026-05-10,Zambia,Ndola,Mobile,Firefox,Automated Risk Assessment,Event Registration,Email Campaign,Threat Monitoring Promo,Webinar,Government Agency,Enterprise,73,303,12,0.34,0,1,0,0,0,0.0,2060,2.7,At Risk,1192,400,1,8749.48
174547,U174547,S322201,2026-04-21 07:05:12,2026-04-21,Mozambique,Beira,Tablet,Firefox,Automated Risk Assessment,Schedule Demo,Facebook,Government Digital Safety,Webinar,SME,Enterprise,27,648,4,0.29,1,0,0,0,0,0.0,740,3.5,Renewed,313,403,1,7513.14
135081,U135081,S308130,2026-04-30 23:35:46,2026-04-30,Zambia,Lusaka,Laptop,Chrome,AI Cyber Assistant,Product Inquiry,Google Ads,Banking Cyber Resilience,Social Media,SME,Free Trial,46,49,12,0.3,0,1,1,1,9492,3778.23,11012,2.9,Not Applicable,669,500,1,6262.68
433438,U433438,S216033,2026-01-05 09:07:41,2026-01-05,Botswana,Francistown,Mobile,Firefox,Predictive System Maintenance,AI Assistant Query,Google Ads,CyberShield Launch,Webinar,Financial Institution,Basic,81,775,7,0.23,0,0,1,0,0,0.0,1970,4.2,Not Applicable,477,400,1,16965.65
82606,U082606,S454370,2026-05-01 04:20:58,2026-05-01,Ghana,Accra,Laptop,Firefox,AI Cyber Assistant,Technical Support,Email Campaign,Threat Monitoring Promo,Referral Campaign,Large Enterprise,Enterprise,68,155,8,0.67,0,0,0,0,0,0.0,1760,3.0,Pending,224,200,0,5773.73
389671,U389671,S861208,2026-02-21 04:37:15,2026-02-21,Kenya,Nairobi,Mobile,Chrome,AI Cyber Assistant,Pricing Request,Facebook,Banking Cyber Resilience,Email Campaign,Large Enterprise,Basic,26,192,7,0.58,0,0,0,0,0,0.0,870,3.6,Not Applicable,528,200,0,8711.77
432423,U432423,S416035,2026-02-12 22:29:42,2026-02-12,Ghana,Kumasi,Desktop,Chrome,AI Cyber Assistant,Product Inquiry,Email Campaign,CyberShield Launch,Social Media,Large Enterprise,Enterprise,98,402,12,0.39,0,0,1,1,8422,2494.48,10982,3.2,At Risk,646,200,0,6110.39
194801,U194801,S747194,2026-04-12 10:34:05,2026-04-12,South Africa,Cape Town,Mobile,Edge,Predictive System Maintenance,AI Assistant Query,Direct,SME Security Awareness,Webinar,SME,Enterprise,98,348,3,0.73,0,0,1,0,0,0.0,2110,3.0,At Risk,1157,404,1,13526.51
208453,U208453,S140726,2026-01-15 14:37:22,2026-01-15,Zimbabwe,Harare,Laptop,Edge,Real-Time Threat Monitoring,Schedule Demo,Google Ads,AI Assistant Webinar,Email Campaign,SME,Enterprise,38,581,6,0.53,1,1,0,0,0,0.0,1060,3.5,Renewed,780,400,1,13245.99
274369,U274369,S438220,2026-01-08 11:27:30,2026-01-08,Rwanda,Kigali,Laptop,Firefox,AI Cyber Assistant,Technical Support,LinkedIn Ads,SME Security Awareness,Referral Campaign,Technology Partner,Enterprise,26,82,14,0.17,0,0,1,0,0,0.0,1220,2.7,Renewed,748,200,0,7667.04
467216,U467216,S838656,2026-02-15 14:04:54,2026-02-15,Zimbabwe,Bulawayo,Tablet,Edge,Real-Time Threat Monitoring,Event Registration,Organic Search,Government Digital Safety,Referral Campaign,Government Agency,Professional,83,371,12,0.55,0,1,0,1,13984,5332.98,16244,3.8,Renewed,232,200,0,16147.75
113810,U113810,S897923,2026-03-14 01:23:45,2026-03-14,Nigeria,Abuja,Tablet,Edge,Real-Time Threat Monitoring,Schedule Demo,Organic Search,Government Digital Safety,Awareness Campaign,Government Agency,Free Trial,60,565,1,0.53,1,1,0,0,0,0.0,1250,2.1,Not Applicable,512,404,1,14691.93
336381,U336381,S514137,2026-02-19 06:38:44,2026-02-19,Namibia,Windhoek,Tablet,Chrome,Real-Time Threat Monitoring,Event Registration,Email Campaign,Government Digital Safety,Referral Campaign,SME,Enterprise,79,511,9,0.59,0,1,0,0,0,0.0,2030,1.7,Not Applicable,364,400,1,13771.86
213765,U213765,S840967,2026-04-17 08:36:54,2026-04-17,Rwanda,Kigali,Desktop,Edge,Automated Risk Assessment,Schedule Demo,LinkedIn Ads,AI Assistant Webinar,Social Media,Financial Institution,Basic,85,461,8,0.4,1,0,0,0,0,0.0,2100,4.0,Renewed,877,200,0,11854.58
16486,U016486,S598020,2026-04-30 21:28:32,2026-04-30,Kenya,Nairobi,Mobile,Chrome,Digital Infrastructure Prototyping,Pricing Request,Google Ads,AI Assistant Webinar,Social Media,Technology Partner,Free Trial,41,235,5,0.71,1,0,0,0,0,0.0,1070,3.2,Not Applicable,356,200,0,19625.44
144635,U144635,S312081,2026-01-19 10:17:22,2026-01-19,Botswana,Maun,Tablet,Chrome,Digital Infrastructure Prototyping,Event Registration,Organic Search,CyberShield Launch,Webinar,Technology Partner,Enterprise,55,348,14,0.35,0,1,0,0,0,0.0,1800,3.5,At Risk,100,200,0,21872.48
165516,U165516,S553482,2026-04-22 10:38:01,2026-04-22,Namibia,Windhoek,Desktop,Chrome,Automated Risk Assessment,Event Registration,Direct,SME Security Awareness,Webinar,Financial Institution,Basic,60,135,12,0.41,0,1,0,0,0,0.0,1800,3.2,At Risk,428,200,0,9302.42
406003,U406003,S653833,2026-02-10 17:54:41,2026-02-10,Botswana,Francistown,Mobile,Chrome,AI Cyber Assistant,AI Assistant Query,Direct,SME Security Awareness,Referral Campaign,Government Agency,Free Trial,72,544,8,0.54,0,0,1,0,0,0.0,1840,3.7,Not Applicable,927,404,1,8242.56
260630,U260630,S586258,2026-02-13 15:54:18,2026-02-13,Mozambique,Beira,Laptop,Firefox,Real-Time Threat Monitoring,Schedule Demo,Facebook,Government Digital Safety,Webinar,Financial Institution,Enterprise,45,30,4,0.5,1,1,0,0,0,0.0,1100,1.7,At Risk,590,200,0,14118.0
240691,U240691,S440406,2026-04-02 18:33:23,2026-04-02,Namibia,Windhoek,Mobile,Edge,Automated Risk Assessment,Event Registration,Direct,Banking Cyber Resilience,Webinar,SME,Professional,83,801,4,0.55,0,1,1,0,0,0.0,1860,2.1,Renewed,496,200,0,11548.12
268176,U268176,S904950,2026-01-07 04:12:06,2026-01-07,Botswana,Palapye,Desktop,Safari,Automated Risk Assessment,Product Inquiry,Facebook,SME Security Awareness,Search Ads,Government Agency,Professional,57,601,14,0.17,0,0,0,0,0,0.0,1840,3.6,Not Applicable,469,403,1,12568.15
162557,U162557,S707466,2026-03-11 13:11:43,2026-03-11,Zimbabwe,Bulawayo,Tablet,Chrome,Predictive System Maintenance,Event Registration,Referral,Government Digital Safety,Referral Campaign,Technology Partner,Free Trial,63,476,2,0.19,0,1,0,0,0,0.0,1360,2.7,Not Applicable,557,200,0,13909.4
117376,U117376,S690621,2026-01-21 17:59:11,2026-01-21,Ghana,Kumasi,Tablet,Firefox,Real-Time Threat Monitoring,Pricing Request,LinkedIn Ads,SME Security Awareness,Social Media,Financial Institution,Enterprise,94,262,13,0.33,0,0,1,0,0,0.0,2530,4.0,Renewed,322,404,1,16426.05
128649,U128649,S576689,2026-02-12 11:27:21,2026-02-12,Zimbabwe,Harare,Desktop,Firefox,AI Cyber Assistant,Technical Support,Google Ads,CyberShield Launch,Awareness Campaign,Large Enterprise,Free Trial,20,407,14,0.34,0,0,0,0,0,0.0,1100,2.7,Not Applicable,456,301,1,7775.54
496938,U496938,S728287,2026-04-25 20:45:25,2026-04-25,Zimbabwe,Harare,Laptop,Firefox,Predictive System Maintenance,Schedule Demo,Facebook,CyberShield Launch,Social Media,Technology Partner,Basic,85,337,1,0.57,1,0,0,0,0,0.0,1750,3.5,At Risk,877,403,1,18043.01
133706,U133706,S681064,2026-04-30 07:29:27,2026-04-30,South Africa,Johannesburg,Desktop,Safari,AI Cyber Assistant,Technical Support,LinkedIn Ads,Banking Cyber Resilience,Awareness Campaign,Financial Institution,Free Trial,85,427,3,0.56,0,0,0,1,7132,2948.06,8982,4.5,Not Applicable,803,200,0,6807.59
332366,U332366,S976647,2026-01-23 01:43:48,2026-01-23,Rwanda,Kigali,Mobile,Edge,Real-Time Threat Monitoring,Technical Support,Facebook,CyberShield Launch,Awareness Campaign,SME,Basic,90,129,14,0.69,0,0,1,0,0,0.0,2500,3.9,At Risk,762,200,0,15165.67
136954,U136954,S848096,2026-02-26 14:49:14,2026-02-26,Nigeria,Abuja,Tablet,Firefox,AI Cyber Assistant,AI Assistant Query,Google Ads,Government Digital Safety,Social Media,Large Enterprise,Enterprise,50,579,8,0.68,0,1,1,0,0,0.0,1400,3.0,At Risk,648,200,0,5334.3
179040,U179040,S903865,2026-01-29 10:41:02,2026-01-29,Rwanda,Kigali,Laptop,Firefox,Predictive System Maintenance,Pricing Request,LinkedIn Ads,Banking Cyber Resilience,Awareness Campaign,Government Agency,Basic,68,389,11,0.23,0,1,0,0,0,0.0,1910,2.5,Not Applicable,888,200,0,18550.49
360606,U360606,S124865,2026-04-06 20:33:57,2026-04-06,Zambia,Ndola,Desktop,Chrome,AI Cyber Assistant,Product Inquiry,LinkedIn Ads,Threat Monitoring Promo,Social Media,Technology Partner,Basic,86,66,12,0.21,0,0,1,1,8170,4267.74,10490,4.3,Pending,835,200,0,7096.59
87091,U087091,S111722,2026-01-07 14:26:56,2026-01-07,Namibia,Windhoek,Mobile,Chrome,Predictive System Maintenance,Event Registration,LinkedIn Ads,Government Digital Safety,Webinar,Large Enterprise,Professional,77,839,5,0.08,0,1,0,0,0,0.0,1790,2.6,Renewed,870,200,0,20473.04
334754,U334754,S743687,2026-01-25 17:36:51,2026-01-25,Namibia,Swakopmund,Mobile,Safari,Automated Risk Assessment,Pricing Request,Email Campaign,SME Security Awareness,Search Ads,SME,Free Trial,87,283,12,0.57,0,1,1,0,0,0.0,2340,2.0,Not Applicable,855,200,0,8494.19
419797,U419797,S717874,2026-03-11 18:28:09,2026-03-11,Rwanda,Kigali,Tablet,Safari,Real-Time Threat Monitoring,Pricing Request,LinkedIn Ads,Government Digital Safety,Referral Campaign,Financial Institution,Professional,58,572,12,0.52,0,0,0,0,0,0.0,1760,2.2,Not Applicable,714,200,0,15058.79
72867,U072867,S883274,2026-01-01 10:35:30,2026-01-01,South Africa,Cape Town,Desktop,Firefox,Digital Infrastructure Prototyping,Schedule Demo,Google Ads,CyberShield Launch,Awareness Campaign,Financial Institution,Basic,73,379,6,0.34,1,0,0,0,0,0.0,1760,3.2,Not Applicable,814,200,0,23651.53
102399,U102399,S348562,2026-01-11 18:33:23,2026-01-11,Botswana,Gaborone,Laptop,Edge,AI Cyber Assistant,AI Assistant Query,Email Campaign,CyberShield Launch,Social Media,SME,Free Trial,26,185,7,0.17,0,0,1,0,0,0.0,870,4.1,Not Applicable,580,404,1,7469.64
322451,U322451,S870968,2026-01-14 00:15:32,2026-01-14,Nigeria,Abuja,Desktop,Safari,Automated Risk Assessment,Product Inquiry,Email Campaign,CyberShield Launch,Email Campaign,Large Enterprise,Free Trial,94,792,7,0.07,0,0,0,0,0,0.0,2230,2.0,Not Applicable,201,200,0,12489.8
262574,U262574,S323243,2026-03-17 03:43:54,2026-03-17,Mozambique,Maputo,Desktop,Safari,Digital Infrastructure Prototyping,Technical Support,Google Ads,Threat Monitoring Promo,Email Campaign,Large Enterprise,Basic,57,428,10,0.36,1,0,0,0,0,0.0,1640,2.9,Renewed,1010,301,1,18958.38
162329,U162329,S682029,2026-04-29 13:35:18,2026-04-29,Mozambique,Beira,Tablet,Firefox,AI Cyber Assistant,Product Inquiry,Email Campaign,Banking Cyber Resilience,Webinar,Government Agency,Free Trial,32,473,5,0.34,0,0,1,0,0,0.0,890,1.9,Not Applicable,922,403,1,9015.81
224654,U224654,S693735,2026-02-13 05:12:19,2026-02-13,Kenya,Mombasa,Tablet,Safari,Digital Infrastructure Prototyping,Product Inquiry,Organic Search,SME Security Awareness,Email Campaign,Government Agency,Free Trial,98,131,14,0.72,1,0,0,0,0,0.0,2660,3.5,Not Applicable,540,403,1,14746.53
205553,U205553,S639461,2026-03-18 12:04:43,2026-03-18,Mozambique,Maputo,Mobile,Edge,Predictive System Maintenance,Product Inquiry,Referral,AI Assistant Webinar,Email Campaign,Government Agency,Basic,73,611,6,0.17,0,1,0,0,0,0.0,1760,1.6,Pending,1041,200,0,15843.26
388154,U388154,S591597,2026-01-23 08:15:26,2026-01-23,Botswana,Palapye,Desktop,Safari,Digital Infrastructure Prototyping,Technical Support,Referral,Threat Monitoring Promo,Email Campaign,SME,Free Trial,99,238,9,0.24,0,0,0,0,0,0.0,2430,2.9,Not Applicable,1062,500,1,17030.65
458571,U458571,S838616,2026-03-05 11:52:52,2026-03-05,Zambia,Lusaka,Desktop,Safari,Automated Risk Assessment,Product Inquiry,Facebook,Threat Monitoring Promo,Social Media,Financial Institution,Enterprise,96,322,10,0.58,0,0,0,0,0,0.0,2420,1.7,Renewed,803,200,0,10448.34
375363,U375363,S829099,2026-01-27 22:08:24,2026-01-27,Zambia,Lusaka,Tablet,Safari,Predictive System Maintenance,Product Inquiry,Facebook,Threat Monitoring Promo,Awareness Campaign,Large Enterprise,Free Trial,98,680,10,0.62,0,0,0,0,0,0.0,2460,3.4,Not Applicable,100,200,0,19859.1
235479,U235479,S719139,2026-03-02 18:32:18,2026-03-02,Zimbabwe,Harare,Desktop,Edge,Digital Infrastructure Prototyping,Schedule Demo,LinkedIn Ads,SME Security Awareness,Referral Campaign,Technology Partner,Professional,29,772,7,0.31,1,1,0,0,0,0.0,930,4.4,Renewed,895,403,1,16904.99
349148,U349148,S352302,2026-02-21 08:59:39,2026-02-21,Rwanda,Kigali,Desktop,Safari,Predictive System Maintenance,Schedule Demo,Organic Search,AI Assistant Webinar,Search Ads,Large Enterprise,Free Trial,72,222,13,0.52,1,0,0,0,0,0.0,2090,4.5,Not Applicable,952,200,0,19220.96
248072,U248072,S399459,2026-04-06 07:08:12,2026-04-06,Nigeria,Lagos,Mobile,Firefox,AI Cyber Assistant,Event Registration,Referral,CyberShield Launch,Search Ads,Technology Partner,Basic,64,41,8,0.4,0,1,0,0,0,0.0,1680,2.7,Renewed,415,200,0,6362.11
457196,U457196,S896794,2026-01-28 00:11:05,2026-01-28,Rwanda,Kigali,Tablet,Chrome,Real-Time Threat Monitoring,Technical Support,Google Ads,Government Digital Safety,Social Media,Financial Institution,Professional,98,111,4,0.21,0,0,0,0,0,0.0,2160,3.5,At Risk,703,301,1,14778.8
464562,U464562,S333544,2026-04-08 20:54:51,2026-04-08,South Africa,Cape Town,Tablet,Firefox,Digital Infrastructure Prototyping,Event Registration,Direct,AI Assistant Webinar,Referral Campaign,Large Enterprise,Professional,20,624,1,0.26,0,1,0,0,0,0.0,450,1.6,Pending,378,404,1,18361.84
